Season,ISOyear,ISOweek,WeekBeginning,WeekEnding,Country,Pathogen,NumberAdmissionsPerWeek,RateAdmissionsPerWeek,Population
2023/24,2024,1,20240101,20240107,S92000003,RSV,158,2.9,5506000
2023/24,2024,1,20240101,20240107,S92000003,Rhinovirus,73,1.3,5506000
2023/24,2024,1,20240101,20240107,S92000003,Seasonal coronavirus,14,0.3,5506000
2023/24,2024,2,20240108,20240114,S92000003,Adenovirus,20,0.4,5506000
2023/24,2024,2,20240108,20240114,S92000003,COVID-19,288,5.2,5506000
2023/24,2024,2,20240108,20240114,S92000003,HMPV,21,0.4,5506000
2023/24,2024,2,20240108,20240114,S92000003,Influenza (All),310,5.6,5506000
2023/24,2024,2,20240108,20240114,S92000003,Influenza A,306,5.6,5506000
2023/24,2024,2,20240108,20240114,S92000003,Influenza B,4,0.1,5506000
2023/24,2024,2,20240108,20240114,S92000003,Mycoplasma pneumoniae,45,0.8,5506000
2023/24,2024,2,20240108,20240114,S92000003,Parainfluenza (Any Type),6,0.1,5506000
2023/24,2024,2,20240108,20240114,S92000003,RSV,76,1.4,5506000
2023/24,2024,2,20240108,20240114,S92000003,Rhinovirus,63,1.1,5506000
2023/24,2024,2,20240108,20240114,S92000003,Seasonal coronavirus,10,0.2,5506000
2023/24,2024,3,20240115,20240121,S92000003,Adenovirus,17,0.3,5506000
2023/24,2024,3,20240115,20240121,S92000003,COVID-19,201,3.7,5506000
2023/24,2024,3,20240115,20240121,S92000003,HMPV,31,0.6,5506000
2023/24,2024,3,20240115,20240121,S92000003,Influenza (All),373,6.8,5506000
2023/24,2024,3,20240115,20240121,S92000003,Influenza A,368,6.7,5506000
2023/24,2024,3,20240115,20240121,S92000003,Influenza B,5,0.1,5506000
2023/24,2024,3,20240115,20240121,S92000003,Mycoplasma pneumoniae,58,1.1,5506000
2023/24,2024,3,20240115,20240121,S92000003,Parainfluenza (Any Type),9,0.2,5506000
2023/24,2024,3,20240115,20240121,S92000003,RSV,75,1.4,5506000
2023/24,2024,3,20240115,20240121,S92000003,Rhinovirus,78,1.4,5506000
2023/24,2024,3,20240115,20240121,S92000003,Seasonal coronavirus,24,0.4,5506000
2023/24,2024,4,20240122,20240128,S92000003,Adenovirus,34,0.6,5506000
2023/24,2024,4,20240122,20240128,S92000003,COVID-19,247,4.5,5506000
2023/24,2024,4,20240122,20240128,S92000003,HMPV,37,0.7,5506000
2023/24,2024,4,20240122,20240128,S92000003,Influenza (All),415,7.5,5506000
2023/24,2024,4,20240122,20240128,S92000003,Influenza A,404,7.3,5506000
2023/24,2024,4,20240122,20240128,S92000003,Influenza B,11,0.2,5506000
2023/24,2024,4,20240122,20240128,S92000003,Mycoplasma pneumoniae,38,0.7,5506000
2023/24,2024,4,20240122,20240128,S92000003,Parainfluenza (Any Type),13,0.2,5506000
2023/24,2024,4,20240122,20240128,S92000003,RSV,83,1.5,5506000
2023/24,2024,4,20240122,20240128,S92000003,Rhinovirus,92,1.7,5506000
2023/24,2024,4,20240122,20240128,S92000003,Seasonal coronavirus,38,0.7,5506000
2023/24,2024,5,20240129,20240204,S92000003,Adenovirus,25,0.5,5506000
2023/24,2024,5,20240129,20240204,S92000003,COVID-19,208,3.8,5506000
2023/24,2024,5,20240129,20240204,S92000003,HMPV,45,0.8,5506000
2023/24,2024,5,20240129,20240204,S92000003,Influenza (All),353,6.4,5506000
2023/24,2024,5,20240129,20240204,S92000003,Influenza A,341,6.2,5506000
2023/24,2024,5,20240129,20240204,S92000003,Influenza B,12,0.2,5506000
2023/24,2024,5,20240129,20240204,S92000003,Mycoplasma pneumoniae,61,1.1,5506000
2023/24,2024,5,20240129,20240204,S92000003,Parainfluenza (Any Type),18,0.3,5506000
2023/24,2024,5,20240129,20240204,S92000003,RSV,45,0.8,5506000
2023/24,2024,5,20240129,20240204,S92000003,Rhinovirus,101,1.8,5506000
2023/24,2024,5,20240129,20240204,S92000003,Seasonal coronavirus,34,0.6,5506000
2023/24,2024,6,20240205,20240211,S92000003,Adenovirus,33,0.6,5506000
2023/24,2024,6,20240205,20240211,S92000003,COVID-19,155,2.8,5506000
2023/24,2024,6,20240205,20240211,S92000003,HMPV,41,0.7,5506000
2023/24,2024,6,20240205,20240211,S92000003,Influenza (All),360,6.5,5506000
2023/24,2024,6,20240205,20240211,S92000003,Influenza A,345,6.3,5506000
2023/24,2024,6,20240205,20240211,S92000003,Influenza B,15,0.3,5506000
2023/24,2024,6,20240205,20240211,S92000003,Mycoplasma pneumoniae,53,1,5506000
2023/24,2024,6,20240205,20240211,S92000003,Parainfluenza (Any Type),26,0.5,5506000
2023/24,2024,6,20240205,20240211,S92000003,RSV,39,0.7,5506000
2023/24,2024,6,20240205,20240211,S92000003,Rhinovirus,126,2.3,5506000
2023/24,2024,6,20240205,20240211,S92000003,Seasonal coronavirus,50,0.9,5506000
2023/24,2024,7,20240212,20240218,S92000003,Adenovirus,32,0.6,5506000
2023/24,2024,7,20240212,20240218,S92000003,COVID-19,122,2.2,5506000
2023/24,2024,7,20240212,20240218,S92000003,HMPV,42,0.8,5506000
2023/24,2024,7,20240212,20240218,S92000003,Influenza (All),291,5.3,5506000
2023/24,2024,7,20240212,20240218,S92000003,Influenza A,278,5,5506000
2023/24,2024,7,20240212,20240218,S92000003,Influenza B,13,0.2,5506000
2023/24,2024,7,20240212,20240218,S92000003,Mycoplasma pneumoniae,32,0.6,5506000
2023/24,2024,7,20240212,20240218,S92000003,Parainfluenza (Any Type),16,0.3,5506000
2023/24,2024,7,20240212,20240218,S92000003,RSV,23,0.4,5506000
2023/24,2024,7,20240212,20240218,S92000003,Rhinovirus,102,1.9,5506000
2023/24,2024,7,20240212,20240218,S92000003,Seasonal coronavirus,43,0.8,5506000
2023/24,2024,8,20240219,20240225,S92000003,Adenovirus,37,0.7,5506000
2023/24,2024,8,20240219,20240225,S92000003,COVID-19,94,1.7,5506000
2023/24,2024,8,20240219,20240225,S92000003,HMPV,53,1,5506000
2023/24,2024,8,20240219,20240225,S92000003,Influenza (All),230,4.2,5506000
2023/24,2024,8,20240219,20240225,S92000003,Influenza A,210,3.8,5506000
2023/24,2024,8,20240219,20240225,S92000003,Influenza B,20,0.4,5506000
2023/24,2024,8,20240219,20240225,S92000003,Mycoplasma pneumoniae,39,0.7,5506000
2023/24,2024,8,20240219,20240225,S92000003,Parainfluenza (Any Type),24,0.4,5506000
2023/24,2024,8,20240219,20240225,S92000003,RSV,27,0.5,5506000
2023/24,2024,8,20240219,20240225,S92000003,Rhinovirus,124,2.3,5506000
2023/24,2024,8,20240219,20240225,S92000003,Seasonal coronavirus,43,0.8,5506000
2023/24,2024,9,20240226,20240303,S92000003,Adenovirus,29,0.5,5506000
2023/24,2024,9,20240226,20240303,S92000003,COVID-19,101,1.8,5506000
2023/24,2024,9,20240226,20240303,S92000003,HMPV,39,0.7,5506000
2023/24,2024,9,20240226,20240303,S92000003,Influenza (All),189,3.4,5506000
2023/24,2024,9,20240226,20240303,S92000003,Influenza A,179,3.3,5506000
2023/24,2024,9,20240226,20240303,S92000003,Influenza B,10,0.2,5506000
2023/24,2024,9,20240226,20240303,S92000003,Mycoplasma pneumoniae,33,0.6,5506000
2023/24,2024,9,20240226,20240303,S92000003,Parainfluenza (Any Type),39,0.7,5506000
2023/24,2024,9,20240226,20240303,S92000003,RSV,26,0.5,5506000
2023/24,2024,9,20240226,20240303,S92000003,Rhinovirus,93,1.7,5506000
2023/24,2024,9,20240226,20240303,S92000003,Seasonal coronavirus,33,0.6,5506000
2023/24,2024,10,20240304,20240310,S92000003,Adenovirus,25,0.5,5506000
2023/24,2024,10,20240304,20240310,S92000003,COVID-19,80,1.5,5506000
2023/24,2024,10,20240304,20240310,S92000003,HMPV,37,0.7,5506000
2023/24,2024,10,20240304,20240310,S92000003,Influenza (All),184,3.3,5506000
2023/24,2024,10,20240304,20240310,S92000003,Influenza A,158,2.9,5506000
2023/24,2024,10,20240304,20240310,S92000003,Influenza B,26,0.5,5506000
2023/24,2024,10,20240304,20240310,S92000003,Mycoplasma pneumoniae,31,0.6,5506000
2023/24,2024,10,20240304,20240310,S92000003,Parainfluenza (Any Type),37,0.7,5506000
2023/24,2024,10,20240304,20240310,S92000003,RSV,17,0.3,5506000
2023/24,2024,10,20240304,20240310,S92000003,Rhinovirus,101,1.8,5506000
2023/24,2024,10,20240304,20240310,S92000003,Seasonal coronavirus,43,0.8,5506000
2023/24,2024,11,20240311,20240317,S92000003,Adenovirus,44,0.8,5506000
2023/24,2024,11,20240311,20240317,S92000003,COVID-19,79,1.4,5506000
2023/24,2024,11,20240311,20240317,S92000003,HMPV,56,1,5506000
2023/24,2024,11,20240311,20240317,S92000003,Influenza (All),169,3.1,5506000
2023/24,2024,11,20240311,20240317,S92000003,Influenza A,146,2.7,5506000
2023/24,2024,11,20240311,20240317,S92000003,Influenza B,23,0.4,5506000
2023/24,2024,11,20240311,20240317,S92000003,Mycoplasma pneumoniae,39,0.7,5506000
2023/24,2024,11,20240311,20240317,S92000003,Parainfluenza (Any Type),40,0.7,5506000
2023/24,2024,11,20240311,20240317,S92000003,RSV,18,0.3,5506000
2023/24,2024,11,20240311,20240317,S92000003,Rhinovirus,134,2.4,5506000
2023/24,2024,11,20240311,20240317,S92000003,Seasonal coronavirus,29,0.5,5506000
2023/24,2024,12,20240318,20240324,S92000003,Adenovirus,35,0.6,5506000
2023/24,2024,12,20240318,20240324,S92000003,COVID-19,47,0.9,5506000
2023/24,2024,12,20240318,20240324,S92000003,HMPV,55,1,5506000
2023/24,2024,12,20240318,20240324,S92000003,Influenza (All),159,2.9,5506000
2023/24,2024,12,20240318,20240324,S92000003,Influenza A,131,2.4,5506000
2023/24,2024,12,20240318,20240324,S92000003,Influenza B,28,0.5,5506000
2023/24,2024,12,20240318,20240324,S92000003,Mycoplasma pneumoniae,20,0.4,5506000
2023/24,2024,12,20240318,20240324,S92000003,Parainfluenza (Any Type),66,1.2,5506000
2023/24,2024,12,20240318,20240324,S92000003,RSV,18,0.3,5506000
2023/24,2024,12,20240318,20240324,S92000003,Rhinovirus,119,2.2,5506000
2023/24,2024,12,20240318,20240324,S92000003,Seasonal coronavirus,36,0.7,5506000
2023/24,2024,13,20240325,20240331,S92000003,Adenovirus,30,0.5,5506000
2023/24,2024,13,20240325,20240331,S92000003,COVID-19,60,1.1,5506000
2023/24,2024,13,20240325,20240331,S92000003,HMPV,54,1,5506000
2023/24,2024,13,20240325,20240331,S92000003,Influenza (All),127,2.3,5506000
2023/24,2024,13,20240325,20240331,S92000003,Influenza A,85,1.5,5506000
2023/24,2024,13,20240325,20240331,S92000003,Influenza B,42,0.8,5506000
2023/24,2024,13,20240325,20240331,S92000003,Mycoplasma pneumoniae,28,0.5,5506000
2023/24,2024,13,20240325,20240331,S92000003,Parainfluenza (Any Type),74,1.3,5506000
2023/24,2024,13,20240325,20240331,S92000003,RSV,12,0.2,5506000
2023/24,2024,13,20240325,20240331,S92000003,Rhinovirus,116,2.1,5506000
2023/24,2024,13,20240325,20240331,S92000003,Seasonal coronavirus,32,0.6,5506000
2023/24,2024,14,20240401,20240407,S92000003,Adenovirus,41,0.7,5506000
2023/24,2024,14,20240401,20240407,S92000003,COVID-19,66,1.2,5506000
2023/24,2024,14,20240401,20240407,S92000003,HMPV,69,1.3,5506000
2023/24,2024,14,20240401,20240407,S92000003,Influenza (All),94,1.7,5506000
2023/24,2024,14,20240401,20240407,S92000003,Influenza A,61,1.1,5506000
2023/24,2024,14,20240401,20240407,S92000003,Influenza B,33,0.6,5506000
2023/24,2024,14,20240401,20240407,S92000003,Mycoplasma pneumoniae,31,0.6,5506000
2023/24,2024,14,20240401,20240407,S92000003,Parainfluenza (Any Type),77,1.4,5506000
2023/24,2024,14,20240401,20240407,S92000003,RSV,11,0.2,5506000
2023/24,2024,14,20240401,20240407,S92000003,Rhinovirus,109,2,5506000
2023/24,2024,14,20240401,20240407,S92000003,Seasonal coronavirus,31,0.6,5506000
2023/24,2024,15,20240408,20240414,S92000003,Adenovirus,30,0.5,5506000
2023/24,2024,15,20240408,20240414,S92000003,COVID-19,69,1.3,5506000
2023/24,2024,15,20240408,20240414,S92000003,HMPV,43,0.8,5506000
2023/24,2024,15,20240408,20240414,S92000003,Influenza (All),87,1.6,5506000
2023/24,2024,15,20240408,20240414,S92000003,Influenza A,52,0.9,5506000
2023/24,2024,15,20240408,20240414,S92000003,Influenza B,35,0.6,5506000
2023/24,2024,15,20240408,20240414,S92000003,Mycoplasma pneumoniae,29,0.5,5506000
2023/24,2024,15,20240408,20240414,S92000003,Parainfluenza (Any Type),50,0.9,5506000
2023/24,2024,15,20240408,20240414,S92000003,RSV,8,0.1,5506000
2023/24,2024,15,20240408,20240414,S92000003,Rhinovirus,99,1.8,5506000
2023/24,2024,15,20240408,20240414,S92000003,Seasonal coronavirus,13,0.2,5506000
2023/24,2024,16,20240415,20240421,S92000003,Adenovirus,21,0.4,5506000
2023/24,2024,16,20240415,20240421,S92000003,COVID-19,67,1.2,5506000
2023/24,2024,16,20240415,20240421,S92000003,HMPV,25,0.5,5506000
2023/24,2024,16,20240415,20240421,S92000003,Influenza (All),81,1.5,5506000
2023/24,2024,16,20240415,20240421,S92000003,Influenza A,43,0.8,5506000
2023/24,2024,16,20240415,20240421,S92000003,Influenza B,38,0.7,5506000
2023/24,2024,16,20240415,20240421,S92000003,Mycoplasma pneumoniae,27,0.5,5506000
2023/24,2024,16,20240415,20240421,S92000003,Parainfluenza (Any Type),36,0.7,5506000
2023/24,2024,16,20240415,20240421,S92000003,RSV,10,0.2,5506000
2023/24,2024,16,20240415,20240421,S92000003,Rhinovirus,81,1.5,5506000
2023/24,2024,16,20240415,20240421,S92000003,Seasonal coronavirus,12,0.2,5506000
2023/24,2024,17,20240422,20240428,S92000003,Adenovirus,21,0.4,5506000
2023/24,2024,17,20240422,20240428,S92000003,COVID-19,80,1.5,5506000
2023/24,2024,17,20240422,20240428,S92000003,HMPV,26,0.5,5506000
2023/24,2024,17,20240422,20240428,S92000003,Influenza (All),79,1.4,5506000
2023/24,2024,17,20240422,20240428,S92000003,Influenza A,34,0.6,5506000
2023/24,2024,17,20240422,20240428,S92000003,Influenza B,45,0.8,5506000
2023/24,2024,17,20240422,20240428,S92000003,Mycoplasma pneumoniae,25,0.5,5506000
2023/24,2024,17,20240422,20240428,S92000003,Parainfluenza (Any Type),27,0.5,5506000
2023/24,2024,17,20240422,20240428,S92000003,RSV,11,0.2,5506000
2023/24,2024,17,20240422,20240428,S92000003,Rhinovirus,103,1.9,5506000
2023/24,2024,17,20240422,20240428,S92000003,Seasonal coronavirus,10,0.2,5506000
2023/24,2024,18,20240429,20240505,S92000003,Adenovirus,21,0.4,5506000
2023/24,2024,18,20240429,20240505,S92000003,COVID-19,104,1.9,5506000
2023/24,2024,18,20240429,20240505,S92000003,HMPV,22,0.4,5506000
2023/24,2024,18,20240429,20240505,S92000003,Influenza (All),86,1.6,5506000
2023/24,2024,18,20240429,20240505,S92000003,Influenza A,43,0.8,5506000
2023/24,2024,18,20240429,20240505,S92000003,Influenza B,43,0.8,5506000
2023/24,2024,18,20240429,20240505,S92000003,Mycoplasma pneumoniae,20,0.4,5506000
2023/24,2024,18,20240429,20240505,S92000003,Parainfluenza (Any Type),30,0.5,5506000
2023/24,2024,18,20240429,20240505,S92000003,RSV,11,0.2,5506000
2023/24,2024,18,20240429,20240505,S92000003,Rhinovirus,109,2,5506000
2023/24,2024,18,20240429,20240505,S92000003,Seasonal coronavirus,7,0.1,5506000
2023/24,2024,19,20240506,20240512,S92000003,Adenovirus,22,0.4,5506000
2023/24,2024,19,20240506,20240512,S92000003,COVID-19,135,2.5,5506000
2023/24,2024,19,20240506,20240512,S92000003,HMPV,28,0.5,5506000
2023/24,2024,19,20240506,20240512,S92000003,Influenza (All),69,1.3,5506000
2023/24,2024,19,20240506,20240512,S92000003,Influenza A,26,0.5,5506000
2023/24,2024,19,20240506,20240512,S92000003,Influenza B,43,0.8,5506000
2023/24,2024,19,20240506,20240512,S92000003,Mycoplasma pneumoniae,18,0.3,5506000
2023/24,2024,19,20240506,20240512,S92000003,Parainfluenza (Any Type),30,0.5,5506000
2023/24,2024,19,20240506,20240512,S92000003,RSV,7,0.1,5506000
2023/24,2024,19,20240506,20240512,S92000003,Rhinovirus,91,1.7,5506000
2023/24,2024,19,20240506,20240512,S92000003,Seasonal coronavirus,8,0.1,5506000
2023/24,2024,20,20240513,20240519,S92000003,Adenovirus,28,0.5,5506000
2023/24,2024,20,20240513,20240519,S92000003,COVID-19,144,2.6,5506000
2023/24,2024,20,20240513,20240519,S92000003,HMPV,24,0.4,5506000
2023/24,2024,20,20240513,20240519,S92000003,Influenza (All),62,1.1,5506000
2023/24,2024,20,20240513,20240519,S92000003,Influenza A,27,0.5,5506000
2023/24,2024,20,20240513,20240519,S92000003,Influenza B,35,0.6,5506000
2023/24,2024,20,20240513,20240519,S92000003,Mycoplasma pneumoniae,30,0.5,5506000
2023/24,2024,20,20240513,20240519,S92000003,Parainfluenza (Any Type),24,0.4,5506000
2023/24,2024,20,20240513,20240519,S92000003,RSV,4,0.1,5506000
2023/24,2024,20,20240513,20240519,S92000003,Rhinovirus,105,1.9,5506000
2023/24,2024,20,20240513,20240519,S92000003,Seasonal coronavirus,9,0.2,5506000
2023/24,2024,21,20240520,20240526,S92000003,Adenovirus,24,0.4,5506000
2023/24,2024,21,20240520,20240526,S92000003,COVID-19,146,2.7,5506000
2023/24,2024,21,20240520,20240526,S92000003,HMPV,13,0.2,5506000
2023/24,2024,21,20240520,20240526,S92000003,Influenza (All),27,0.5,5506000
2023/24,2024,21,20240520,20240526,S92000003,Influenza A,5,0.1,5506000
2023/24,2024,21,20240520,20240526,S92000003,Influenza B,22,0.4,5506000
2023/24,2024,21,20240520,20240526,S92000003,Mycoplasma pneumoniae,25,0.5,5506000
2023/24,2024,21,20240520,20240526,S92000003,Parainfluenza (Any Type),24,0.4,5506000
2023/24,2024,21,20240520,20240526,S92000003,RSV,2,0,5506000
2023/24,2024,21,20240520,20240526,S92000003,Rhinovirus,90,1.6,5506000
2023/24,2024,21,20240520,20240526,S92000003,Seasonal coronavirus,5,0.1,5506000
2023/24,2024,22,20240527,20240602,S92000003,Adenovirus,16,0.3,5506000
2023/24,2024,22,20240527,20240602,S92000003,COVID-19,158,2.9,5506000
2023/24,2024,22,20240527,20240602,S92000003,HMPV,15,0.3,5506000
2023/24,2024,22,20240527,20240602,S92000003,Influenza (All),31,0.6,5506000
2023/24,2024,22,20240527,20240602,S92000003,Influenza A,17,0.3,5506000
2023/24,2024,22,20240527,20240602,S92000003,Influenza B,14,0.3,5506000
2023/24,2024,22,20240527,20240602,S92000003,Mycoplasma pneumoniae,19,0.3,5506000
2023/24,2024,22,20240527,20240602,S92000003,Parainfluenza (Any Type),17,0.3,5506000
2023/24,2024,22,20240527,20240602,S92000003,RSV,7,0.1,5506000
2023/24,2024,22,20240527,20240602,S92000003,Rhinovirus,114,2.1,5506000
2023/24,2024,22,20240527,20240602,S92000003,Seasonal coronavirus,7,0.1,5506000
2023/24,2024,23,20240603,20240609,S92000003,Adenovirus,24,0.4,5506000
2023/24,2024,23,20240603,20240609,S92000003,COVID-19,208,3.8,5506000
2023/24,2024,23,20240603,20240609,S92000003,HMPV,4,0.1,5506000
2023/24,2024,23,20240603,20240609,S92000003,Influenza (All),24,0.4,5506000
2023/24,2024,23,20240603,20240609,S92000003,Influenza A,10,0.2,5506000
2023/24,2024,23,20240603,20240609,S92000003,Influenza B,14,0.3,5506000
2023/24,2024,23,20240603,20240609,S92000003,Mycoplasma pneumoniae,24,0.4,5506000
2023/24,2024,23,20240603,20240609,S92000003,Parainfluenza (Any Type),17,0.3,5506000
2023/24,2024,23,20240603,20240609,S92000003,RSV,4,0.1,5506000
2023/24,2024,23,20240603,20240609,S92000003,Rhinovirus,105,1.9,5506000
2023/24,2024,23,20240603,20240609,S92000003,Seasonal coronavirus,3,0.1,5506000
2023/24,2024,24,20240610,20240616,S92000003,Adenovirus,23,0.4,5506000
2023/24,2024,24,20240610,20240616,S92000003,COVID-19,314,5.7,5506000
2023/24,2024,24,20240610,20240616,S92000003,HMPV,11,0.2,5506000
2023/24,2024,24,20240610,20240616,S92000003,Influenza (All),22,0.4,5506000
2023/24,2024,24,20240610,20240616,S92000003,Influenza A,12,0.2,5506000
2023/24,2024,24,20240610,20240616,S92000003,Influenza B,10,0.2,5506000
2023/24,2024,24,20240610,20240616,S92000003,Mycoplasma pneumoniae,26,0.5,5506000
2023/24,2024,24,20240610,20240616,S92000003,Parainfluenza (Any Type),22,0.4,5506000
2023/24,2024,24,20240610,20240616,S92000003,RSV,11,0.2,5506000
2023/24,2024,24,20240610,20240616,S92000003,Rhinovirus,112,2,5506000
2023/24,2024,24,20240610,20240616,S92000003,Seasonal coronavirus,6,0.1,5506000
2023/24,2024,25,20240617,20240623,S92000003,Adenovirus,21,0.4,5506000
2023/24,2024,25,20240617,20240623,S92000003,COVID-19,420,7.6,5506000
2023/24,2024,25,20240617,20240623,S92000003,HMPV,7,0.1,5506000
2023/24,2024,25,20240617,20240623,S92000003,Influenza (All),31,0.6,5506000
2023/24,2024,25,20240617,20240623,S92000003,Influenza A,21,0.4,5506000
2023/24,2024,25,20240617,20240623,S92000003,Influenza B,10,0.2,5506000
2023/24,2024,25,20240617,20240623,S92000003,Mycoplasma pneumoniae,27,0.5,5506000
2023/24,2024,25,20240617,20240623,S92000003,Parainfluenza (Any Type),24,0.4,5506000
2023/24,2024,25,20240617,20240623,S92000003,RSV,8,0.1,5506000
2023/24,2024,25,20240617,20240623,S92000003,Rhinovirus,91,1.7,5506000
2023/24,2024,25,20240617,20240623,S92000003,Seasonal coronavirus,6,0.1,5506000
2023/24,2024,26,20240624,20240630,S92000003,Adenovirus,15,0.3,5506000
2023/24,2024,26,20240624,20240630,S92000003,COVID-19,472,8.6,5506000
2023/24,2024,26,20240624,20240630,S92000003,HMPV,8,0.1,5506000
2023/24,2024,26,20240624,20240630,S92000003,Influenza (All),19,0.3,5506000
2023/24,2024,26,20240624,20240630,S92000003,Influenza A,16,0.3,5506000
2023/24,2024,26,20240624,20240630,S92000003,Influenza B,3,0.1,5506000
2023/24,2024,26,20240624,20240630,S92000003,Mycoplasma pneumoniae,18,0.3,5506000
2023/24,2024,26,20240624,20240630,S92000003,Parainfluenza (Any Type),18,0.3,5506000
2023/24,2024,26,20240624,20240630,S92000003,RSV,9,0.2,5506000
2023/24,2024,26,20240624,20240630,S92000003,Rhinovirus,87,1.6,5506000
2023/24,2024,26,20240624,20240630,S92000003,Seasonal coronavirus,3,0.1,5506000
2023/24,2024,27,20240701,20240707,S92000003,Adenovirus,14,0.3,5506000
2023/24,2024,27,20240701,20240707,S92000003,COVID-19,495,9,5506000
2023/24,2024,27,20240701,20240707,S92000003,HMPV,7,0.1,5506000
2023/24,2024,27,20240701,20240707,S92000003,Influenza (All),22,0.4,5506000
2023/24,2024,27,20240701,20240707,S92000003,Influenza A,11,0.2,5506000
